Date,Open,High,Low,Close,Volume,Turnover
2009-01-01,,,,1000.0,,
2009-01-02,,,,1019.03,,
2009-01-05,,,,1042.36,,
2009-01-06,,,,1047.75,,
2009-01-07,,,,939.3,,
2009-01-09,,,,895.43,,
2009-01-12,,,,868.13,,
2009-01-13,,,,848.41,,
2009-01-14,,,,884.47,,
2009-01-15,,,,846.61,,
2009-01-16,,,,864.18,,
2009-01-19,,,,873.06,,
2009-01-20,,,,857.4,,
2009-01-21,,,,833.07,,
2009-01-22,,,,810.6,,
2009-01-23,,,,770.5,,
2009-01-27,,,,801.64,,
2009-01-28,,,,835.72,,
2009-01-29,,,,833.51,,
2009-01-30,,,,869.16,,
2009-02-02,,,,826.65,,
2009-02-03,,,,814.51,,
2009-02-04,,,,825.83,,
2009-02-05,,,,825.2,,
2009-02-06,,,,850.73,,
2009-02-09,,,,885.81,,
2009-02-10,,,,893.53,,
2009-02-11,,,,891.44,,
2009-02-12,,,,876.46,,
2009-02-13,,,,893.15,,
2009-02-16,,,,848.07,,
2009-02-17,,,,820.28,,
2009-02-18,,,,824.06,,
2009-02-19,,,,820.71,,
2009-02-20,,,,803.44,,
2009-02-24,,,,791.83,,
2009-02-25,,,,794.58,,
2009-02-26,,,,798.11,,
2009-02-27,,,,803.54,,
2009-03-02,,,,772.0,,
2009-03-03,,,,760.04,,
2009-03-04,,,,762.08,,
2009-03-05,,,,741.68,,
2009-03-06,,,,743.89,,
2009-03-09,,,,720.56,,
2009-03-12,,,,731.65,,
2009-03-13,,,,765.68,,
2009-03-16,,,,799.56,,
2009-03-17,,,,799.94,,
2009-03-18,,,,812.44,,
2009-03-19,,,,822.4,,
2009-03-20,,,,817.29,,
2009-03-23,,,,851.6,,
2009-03-24,,,,839.81,,
2009-03-25,,,,870.08,,
2009-03-26,,,,891.22,,
2009-03-27,,,,929.05,,
2009-03-30,,,,868.46,,
2009-03-31,,,,888.93,,
2009-04-01,,,,903.99,,
2009-04-02,,,,968.64,,
2009-04-06,,,,989.42,,
2009-04-08,,,,1020.11,,
2009-04-09,,,,1056.09,,
2009-04-13,,,,1087.48,,
2009-04-15,,,,1135.53,,
2009-04-16,,,,1065.85,,
2009-04-17,,,,1079.9,,
2009-04-20,,,,1114.35,,
2009-04-21,,,,1101.86,,
2009-04-22,,,,1093.76,,
2009-04-23,,,,1131.6,,
2009-04-24,,,,1155.24,,
2009-04-27,,,,1148.54,,
2009-04-28,,,,1099.17,,
2009-04-29,,,,1142.66,,
2009-05-04,,,,1195.83,,
2009-05-05,,,,1225.71,,
2009-05-06,,,,1178.22,,
2009-05-07,,,,1206.29,,
2009-05-08,,,,1187.93,,
2009-05-11,,,,1179.65,,
2009-05-12,,,,1220.25,,
2009-05-13,,,,1218.39,,
2009-05-14,,,,1230.73,,
2009-05-15,,,,1243.05,,
2009-05-18,,,,1482.95,,
2009-05-19,,,,1539.0,,
2009-05-20,,,,1585.27,,
2009-05-21,,,,1574.8,,
2009-05-22,,,,1592.58,,
2009-05-25,,,,1619.71,,
2009-05-26,,,,1560.4,,
2009-05-27,,,,1625.98,,
2009-05-28,,,,1638.58,,
2009-05-29,,,,1684.35,,
2009-06-01,,,,1736.79,,
2009-06-02,,,,1712.9,,
2009-06-03,,,,1736.48,,
2009-06-04,,,,1766.14,,
2009-06-05,,,,1752.24,,
2009-06-08,,,,1636.46,,
2009-06-09,,,,1719.66,,
2009-06-10,,,,1769.51,,
2009-06-11,,,,1770.54,,
2009-06-12,,,,1775.56,,
2009-06-15,,,,1768.63,,
2009-06-16,,,,1808.13,,
2009-06-17,,,,1706.84,,
2009-06-18,,,,1648.64,,
2009-06-19,,,,1692.29,,
2009-06-22,,,,1675.28,,
2009-06-23,,,,1667.42,,
2009-06-24,,,,1716.34,,
2009-06-25,,,,1706.91,,
2009-06-26,,,,1758.66,,
2009-06-29,,,,1792.89,,
2009-06-30,,,,1707.7,,
2009-07-01,,,,1729.17,,
2009-07-02,,,,1730.27,,
2009-07-03,,,,1769.62,,
2009-07-06,,,,1641.87,,
2009-07-07,,,,1669.87,,
2009-07-08,,,,1599.09,,
2009-07-09,,,,1609.66,,
2009-07-10,,,,1556.3,,
2009-07-13,,,,1522.03,,
2009-07-14,,,,1626.62,,
2009-07-15,,,,1714.6,,
2009-07-16,,,,1704.87,,
2009-07-17,,,,1761.62,,
2009-07-20,,,,1811.37,,
2009-07-21,,,,1798.77,,
2009-07-22,,,,1761.36,,
2009-07-23,,,,1797.06,,
2009-07-24,,,,1817.91,,
2009-07-27,,,,1826.57,,
2009-07-28,,,,1838.35,,
2009-07-29,,,,1812.87,,
2009-07-30,,,,1837.72,,
2009-07-31,,,,1853.31,,
2009-08-03,,,,1898.61,,
2009-08-04,,,,1883.7,,
2009-08-05,,,,1896.18,,
2009-08-06,,,,1837.54,,
2009-08-07,,,,1792.01,,
2009-08-10,,,,1755.54,,
2009-08-11,,,,1770.5,,
2009-08-12,,,,1767.49,,
2009-08-13,,,,1845.97,,
2009-08-14,,,,1819.75,,
2009-08-17,,,,1726.39,,
2009-08-18,,,,1771.64,,
2009-08-19,,,,1726.62,,
2009-08-20,,,,1754.52,,
2009-08-21,,,,1786.65,,
2009-08-24,,,,1834.98,,
2009-08-25,,,,1828.9,,
2009-08-26,,,,1847.34,,
2009-08-27,,,,1831.18,,
2009-08-28,,,,1858.78,,
2009-08-31,,,,1860.42,,
2009-09-01,,,,1826.72,,
2009-09-02,,,,1811.36,,
2009-09-03,,,,1808.91,,
2009-09-04,,,,1834.86,,
2009-09-07,,,,1901.74,,
2009-09-08,,,,1900.16,,
2009-09-09,,,,1902.89,,
2009-09-10,,,,1902.97,,
2009-09-11,,,,1885.57,,
2009-09-14,,,,1914.94,,
2009-09-15,,,,1971.91,,
2009-09-16,,,,1979.86,,
2009-09-17,,,,1985.54,,
2009-09-18,,,,2003.84,,
2009-09-22,,,,2009.67,,
2009-09-23,,,,1979.14,,
2009-09-24,,,,1989.55,,
2009-09-25,,,,1975.47,,
2009-09-29,,,,1982.52,,
2009-09-30,,,,2005.46,,
2009-10-01,,,,2019.12,,
2009-10-05,,,,1972.16,,
2009-10-06,,,,1995.0,,
2009-10-07,,,,2024.12,,
2009-10-08,,,,2045.11,,
2009-10-09,,,,2032.06,,
2009-10-12,,,,2073.88,,
2009-10-14,,,,2137.15,,
2009-10-15,,,,2175.13,,
2009-10-16,,,,2209.17,,
2009-10-17,,,,2207.6,,
2009-10-20,,,,2200.42,,
2009-10-21,,,,2142.29,,
2009-10-22,,,,2108.26,,
2009-10-23,,,,2092.59,,
2009-10-26,,,,2040.31,,
2009-10-27,,,,1960.28,,
2009-10-28,,,,1978.11,,
2009-10-29,,,,1922.82,,
2009-10-30,,,,1937.71,,
2009-11-03,,,,1846.31,,
2009-11-04,,,,1918.84,,
2009-11-05,,,,1962.35,,
2009-11-06,,,,2003.18,,
2009-11-09,,,,2064.09,,
2009-11-10,,,,2074.98,,
2009-11-11,,,,2124.46,,
2009-11-12,,,,2074.68,,
2009-11-13,,,,2102.79,,
2009-11-16,,,,2132.57,,
2009-11-17,,,,2140.85,,
2009-11-18,,,,2139.79,,
2009-11-19,,,,2106.96,,
2009-11-20,,,,2119.73,,
2009-11-23,,,,2132.79,,
2009-11-24,,,,2143.26,,
2009-11-25,,,,2152.24,,
2009-11-26,,,,2119.82,,
2009-11-27,,,,2075.52,,
2009-11-30,,,,2115.45,,
2009-12-01,,,,2158.9,,
2009-12-02,,,,2174.95,,
2009-12-03,,,,2194.39,,
2009-12-04,,,,2202.73,,
2009-12-07,,,,2167.1,,
2009-12-08,,,,2213.02,,
2009-12-09,,,,2176.76,,
2009-12-10,,,,2183.09,,
2009-12-11,,,,2168.58,,
2009-12-14,,,,2159.74,,
2009-12-15,,,,2114.05,,
2009-12-16,,,,2117.29,,
2009-12-17,,,,2126.06,,
2009-12-18,,,,2097.36,,
2009-12-21,,,,2094.2,,
2009-12-22,,,,2133.78,,
2009-12-23,,,,2170.51,,
2009-12-24,,,,2193.6,,
2009-12-29,,,,2197.72,,
2009-12-30,,,,2197.92,,
2009-12-31,,,,2189.19,,
2010-01-04,,,,2217.98,,
2010-01-05,,,,2265.31,,
2010-01-06,,,,2280.18,,
2010-01-07,,,,2267.73,,
2010-01-08,,,,2266.15,,
2010-01-11,,,,2294.35,,
2010-01-12,,,,2252.23,,
2010-01-13,,,,2256.73,,
2010-01-14,,,,2285.39,,
2010-01-15,,,,2265.45,,
2010-01-18,,,,2281.83,,
2010-01-19,,,,2258.34,,
2010-01-20,,,,2245.28,,
2010-01-21,,,,2180.55,,
2010-01-22,,,,2163.61,,
2010-01-25,,,,2105.05,,
2010-01-27,,,,2018.55,,
2010-01-28,,,,2044.79,,
2010-01-29,,,,2050.36,,
2010-02-01,,,,2088.66,,
2010-02-02,,,,2051.43,,
2010-02-03,,,,2106.6,,
2010-02-04,,,,2053.67,,
2010-02-05,,,,1975.66,,
2010-02-06,,,,2016.46,,
2010-02-08,,,,2030.96,,
2010-02-09,,,,2025.14,,
2010-02-10,,,,2022.02,,
2010-02-11,,,,2047.9,,
2010-02-15,,,,2031.08,,
2010-02-16,,,,2056.25,,
2010-02-17,,,,2088.42,,
2010-02-18,,,,2077.96,,
2010-02-19,,,,2033.1,,
2010-02-22,,,,2020.92,,
2010-02-23,,,,2025.7,,
2010-02-24,,,,2038.01,,
2010-02-25,,,,2040.23,,
2010-02-26,,,,2069.75,,
2010-03-02,,,,2119.78,,
2010-03-03,,,,2161.88,,
2010-03-04,,,,2188.21,,
2010-03-05,,,,2210.91,,
2010-03-08,,,,2213.5,,
2010-03-09,,,,2188.5,,
2010-03-10,,,,2184.81,,
2010-03-11,,,,2171.5,,
2010-03-12,,,,2166.66,,
2010-03-15,,,,2145.36,,
2010-03-16,,,,2155.65,,
2010-03-17,,,,2156.52,,
2010-03-18,,,,2145.2,,
2010-03-19,,,,2152.02,,
2010-03-22,,,,2119.61,,
2010-03-23,,,,2125.13,,
2010-03-25,,,,2134.97,,
2010-03-26,,,,2163.73,,
2010-03-29,,,,2163.23,,
2010-03-30,,,,2166.98,,
2010-03-31,,,,2166.3,,
2010-04-01,,,,2179.88,,
2010-04-05,,,,2220.5,,
2010-04-06,,,,2225.92,,
2010-04-07,,,,2228.42,,
2010-04-08,,,,2217.47,,
2010-04-09,,,,2214.18,,
2010-04-12,,,,2200.88,,
2010-04-13,,,,2199.62,,
2010-04-15,,,,2189.53,,
2010-04-16,,,,2194.94,,
2010-04-19,,,,2160.8,,
2010-04-20,,,,2172.16,,
2010-04-21,,,,2187.78,,
2010-04-22,,,,2185.66,,
2010-04-23,,,,2175.8,,
2010-04-26,,,,2179.4,,
2010-04-27,,,,2177.11,,
2010-04-28,,,,2153.36,,
2010-04-29,,,,2167.1,,
2010-04-30,,,,2209.58,,
2010-05-03,,,,2209.37,,
2010-05-04,,,,2141.05,,
2010-05-05,,,,2167.06,,
2010-05-06,,,,2160.55,,
2010-05-07,,,,2093.48,,
2010-05-10,,,,2138.24,,
2010-05-11,,,,2106.96,,
2010-05-12,,,,2126.47,,
2010-05-13,,,,2137.3,,
2010-05-14,,,,2092.78,,
2010-05-17,,,,2105.51,,
2010-05-18,,,,2078.94,,
2010-05-19,,,,2028.32,,
2010-05-20,,,,2033.41,,
2010-05-21,,,,2015.11,,
2010-05-24,,,,2016.15,,
2010-05-25,,,,1944.66,,
2010-05-26,,,,1990.42,,
2010-05-27,,,,2030.23,,
2010-05-28,,,,2091.69,,
2010-05-31,,,,2111.07,,
2010-06-01,,,,2065.15,,
2010-06-02,,,,2082.8,,
2010-06-03,,,,2116.41,,
2010-06-04,,,,2118.25,,
2010-06-07,,,,2063.86,,
2010-06-08,,,,2032.32,,
2010-06-09,,,,2050.09,,
2010-06-10,,,,2071.31,,
2010-06-11,,,,2064.85,,
2010-06-14,,,,2092.31,,
2010-06-15,,,,2102.29,,
2010-06-16,,,,2107.86,,
2010-06-17,,,,2108.14,,
