Date,Open,High,Low,Close,Volume,Turnover
2005-04-01,,,,1000.0,,
2005-04-04,,,,1004.92,,
2005-04-05,,,,1003.12,,
2005-04-06,,,,1009.06,,
2005-04-07,,,,1006.74,,
2005-04-08,,,,986.56,,
2005-04-11,,,,983.07,,
2005-04-12,,,,995.32,,
2005-04-13,,,,993.65,,
2005-04-15,,,,967.99,,
2005-04-18,,,,939.91,,
2005-04-19,,,,947.52,,
2005-04-20,,,,947.33,,
2005-04-21,,,,961.6,,
2005-04-22,,,,977.81,,
2005-04-25,,,,987.51,,
2005-04-26,,,,980.39,,
2005-04-27,,,,963.06,,
2005-04-28,,,,954.18,,
2005-04-29,,,,929.0,,
2005-05-02,,,,932.6,,
2005-05-03,,,,931.84,,
2005-05-04,,,,938.48,,
2005-05-05,,,,982.01,,
2005-05-06,,,,974.35,,
2005-05-09,,,,979.31,,
2005-05-10,,,,985.81,,
2005-05-11,,,,980.58,,
2005-05-12,,,,980.99,,
2005-05-13,,,,987.59,,
2005-05-16,,,,994.86,,
2005-05-17,,,,988.17,,
2005-05-18,,,,985.74,,
2005-05-19,,,,992.07,,
2005-05-20,,,,990.28,,
2005-05-23,,,,1003.63,,
2005-05-24,,,,997.78,,
2005-05-25,,,,998.87,,
2005-05-26,,,,995.28,,
2005-05-27,,,,998.37,,
2005-05-30,,,,985.94,,
2005-05-31,,,,1010.08,,
2005-06-01,,,,1023.1,,
2005-06-02,,,,1008.81,,
2005-06-03,,,,1016.86,,
2005-06-04,,,,1018.34,,
2005-06-06,,,,1024.39,,
2005-06-07,,,,1058.04,,
2005-06-08,,,,1068.47,,
2005-06-09,,,,1055.98,,
2005-06-10,,,,1050.28,,
2005-06-13,,,,1061.54,,
2005-06-14,,,,1080.36,,
2005-06-15,,,,1076.62,,
2005-06-16,,,,1062.52,,
2005-06-17,,,,1060.25,,
2005-06-20,,,,1052.15,,
2005-06-21,,,,1063.97,,
2005-06-22,,,,1069.72,,
2005-06-23,,,,1067.39,,
2005-06-24,,,,1068.55,,
2005-06-27,,,,1079.1,,
2005-06-28,,,,1065.26,,
2005-06-29,,,,1076.38,,
