Date,Open,High,Low,Close,Volume,Turnover
2009-04-02,,,,1000.0,,
2009-04-06,,,,1028.28,,
2009-04-08,,,,1082.74,,
2009-04-09,,,,1082.13,,
2009-04-13,,,,1108.0,,
2009-04-15,,,,1174.41,,
2009-04-16,,,,1097.08,,
2009-04-17,,,,1106.69,,
2009-04-20,,,,1101.71,,
2009-04-21,,,,1093.93,,
2009-04-22,,,,1071.1,,
2009-04-23,,,,1131.09,,
2009-04-24,,,,1168.78,,
2009-04-27,,,,1161.4,,
2009-04-28,,,,1089.25,,
2009-04-29,,,,1161.48,,
2009-05-04,,,,1281.76,,
2009-05-05,,,,1287.22,,
2009-05-06,,,,1261.25,,
2009-05-07,,,,1302.17,,
2009-05-08,,,,1257.43,,
2009-05-11,,,,1211.5,,
2009-05-12,,,,1297.64,,
2009-05-13,,,,1265.24,,
2009-05-14,,,,1236.39,,
2009-05-15,,,,1290.09,,
2009-05-18,,,,1747.82,,
2009-05-19,,,,1743.9,,
2009-05-20,,,,1704.86,,
2009-05-21,,,,1657.31,,
2009-05-22,,,,1678.96,,
2009-05-25,,,,1677.99,,
2009-05-26,,,,1582.18,,
2009-05-27,,,,1704.54,,
2009-05-28,,,,1753.1,,
2009-05-29,,,,1843.37,,
2009-06-01,,,,1910.09,,
2009-06-02,,,,1906.02,,
2009-06-03,,,,1910.45,,
2009-06-04,,,,1947.25,,
2009-06-05,,,,1959.25,,
2009-06-08,,,,1824.62,,
2009-06-09,,,,1924.21,,
2009-06-10,,,,2014.29,,
2009-06-11,,,,2000.31,,
2009-06-12,,,,1954.28,,
2009-06-15,,,,1869.32,,
2009-06-16,,,,1898.43,,
2009-06-17,,,,1762.46,,
2009-06-18,,,,1677.56,,
2009-06-19,,,,1726.57,,
2009-06-22,,,,1663.94,,
2009-06-23,,,,1673.05,,
2009-06-24,,,,1709.12,,
2009-06-25,,,,1668.28,,
2009-06-26,,,,1773.28,,
2009-06-29,,,,1785.63,,
2009-06-30,,,,1704.47,,
2009-07-01,,,,1743.87,,
2009-07-02,,,,1750.35,,
2009-07-03,,,,1810.95,,
2009-07-06,,,,1602.36,,
2009-07-07,,,,1630.29,,
2009-07-08,,,,1534.51,,
2009-07-09,,,,1536.39,,
2009-07-10,,,,1478.25,,
2009-07-13,,,,1457.91,,
2009-07-14,,,,1558.93,,
2009-07-15,,,,1651.42,,
2009-07-16,,,,1649.63,,
2009-07-17,,,,1761.44,,
2009-07-20,,,,1863.55,,
2009-07-21,,,,1835.94,,
